label,acronym,name,color_hex_triplet,graph_order,identifier,red,green,blue,parent_identifier
AllenCCF-Ontology-2017-814,DP,Dorsal peduncular area,#A4DAA4,410.0,MBA:814,164,218,164,MBA:698
AllenCCF-Ontology-2017-496,DP1,"Dorsal peduncular area, layer 1",#A4DAA4,411.0,MBA:496,164,218,164,MBA:814
AllenCCF-Ontology-2017-535,DP2,"Dorsal peduncular area, layer 2",#A4DAA4,412.0,MBA:535,164,218,164,MBA:814
AllenCCF-Ontology-2017-360,DP2/3,"Dorsal peduncular area, layer 2/3",#A4DAA4,413.0,MBA:360,164,218,164,MBA:814
AllenCCF-Ontology-2017-646,DP5,"Dorsal peduncular area, layer 5",#A4DAA4,414.0,MBA:646,164,218,164,MBA:814
AllenCCF-Ontology-2017-267,DP6a,"Dorsal peduncular area, layer 6a",#A4DAA4,415.0,MBA:267,164,218,164,MBA:814
AllenCCF-Ontology-2017-961,PIR,Piriform area,#6ACBBA,416.0,MBA:961,106,203,186,MBA:698
AllenCCF-Ontology-2017-152,PIR1-3,"Piriform area, layers 1-3",#6ACBBA,417.0,MBA:152,106,203,186,MBA:961
AllenCCF-Ontology-2017-276,PIR1,"Piriform area, molecular layer",#6ACBBA,418.0,MBA:276,106,203,186,MBA:961
AllenCCF-Ontology-2017-284,PIR2,"Piriform area, pyramidal layer",#6ACBBA,419.0,MBA:284,106,203,186,MBA:961
AllenCCF-Ontology-2017-291,PIR3,"Piriform area, polymorph layer",#6ACBBA,420.0,MBA:291,106,203,186,MBA:961
AllenCCF-Ontology-2017-619,NLOT,Nucleus of the lateral olfactory tract,#95E4C8,421.0,MBA:619,149,228,200,MBA:698
AllenCCF-Ontology-2017-392,NLOT1-3,"Nucleus of the lateral olfactory tract, layers 1-3",#95E4C8,422.0,MBA:392,149,228,200,MBA:619
AllenCCF-Ontology-2017-260,NLOT1,"Nucleus of the lateral olfactory tract, molecular layer",#95E4C8,423.0,MBA:260,149,228,200,MBA:619
AllenCCF-Ontology-2017-268,NLOT2,"Nucleus of the lateral olfactory tract, pyramidal layer",#95E4C8,424.0,MBA:268,149,228,200,MBA:619
AllenCCF-Ontology-2017-1139,NLOT3,"Nucleus of the lateral olfactory tract, layer 3",#95E4C8,425.0,MBA:1139,149,228,200,MBA:619
AllenCCF-Ontology-2017-631,COA,Cortical amygdalar area,#61E7B7,426.0,MBA:631,97,231,183,MBA:698
AllenCCF-Ontology-2017-639,COAa,"Cortical amygdalar area, anterior part",#61E7B7,427.0,MBA:639,97,231,183,MBA:631
AllenCCF-Ontology-2017-192,COAa1,"Cortical amygdalar area, anterior part, layer 1",#61E7B7,428.0,MBA:192,97,231,183,MBA:639
AllenCCF-Ontology-2017-200,COAa2,"Cortical amygdalar area, anterior part, layer 2",#61E7B7,429.0,MBA:200,97,231,183,MBA:639
AllenCCF-Ontology-2017-208,COAa3,"Cortical amygdalar area, anterior part, layer 3",#61E7B7,430.0,MBA:208,97,231,183,MBA:639
AllenCCF-Ontology-2017-647,COAp,"Cortical amygdalar area, posterior part",#61E7B7,431.0,MBA:647,97,231,183,MBA:631
AllenCCF-Ontology-2017-655,COApl,"Cortical amygdalar area, posterior part, lateral zone",#61E7B7,432.0,MBA:655,97,231,183,MBA:647
AllenCCF-Ontology-2017-584,COApl1-2,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2",#61E7B7,433.0,MBA:584,97,231,183,MBA:655
AllenCCF-Ontology-2017-376,COApl1-3,"Cortical amygdalar area, posterior part, lateral zone, layers 1-3",#61E7B7,434.0,MBA:376,97,231,183,MBA:655
AllenCCF-Ontology-2017-216,COApl1,"Cortical amygdalar area, posterior part, lateral zone, layer 1",#61E7B7,435.0,MBA:216,97,231,183,MBA:655
AllenCCF-Ontology-2017-224,COApl2,"Cortical amygdalar area, posterior part, lateral zone, layer 2",#61E7B7,436.0,MBA:224,97,231,183,MBA:655
AllenCCF-Ontology-2017-232,COApl3,"Cortical amygdalar area, posterior part, lateral zone, layer 3",#61E7B7,437.0,MBA:232,97,231,183,MBA:655
AllenCCF-Ontology-2017-663,COApm,"Cortical amygdalar area, posterior part, medial zone",#61E7B7,438.0,MBA:663,97,231,183,MBA:647
AllenCCF-Ontology-2017-592,COApm1-2,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",#61E7B7,439.0,MBA:592,97,231,183,MBA:663
AllenCCF-Ontology-2017-383,COApm1-3,"Cortical amygdalar area, posterior part, medial zone, layers 1-3",#61E7B7,440.0,MBA:383,97,231,183,MBA:663
AllenCCF-Ontology-2017-240,COApm1,"Cortical amygdalar area, posterior part, medial zone, layer 1",#61E7B7,441.0,MBA:240,97,231,183,MBA:663
AllenCCF-Ontology-2017-248,COApm2,"Cortical amygdalar area, posterior part, medial zone, layer 2",#61E7B7,442.0,MBA:248,97,231,183,MBA:663
AllenCCF-Ontology-2017-256,COApm3,"Cortical amygdalar area, posterior part, medial zone, layer 3",#61E7B7,443.0,MBA:256,97,231,183,MBA:663
AllenCCF-Ontology-2017-788,PAA,Piriform-amygdalar area,#59DAAB,444.0,MBA:788,89,218,171,MBA:698
AllenCCF-Ontology-2017-400,PAA1-3,"Piriform-amygdalar area, layers 1-3",#59DAAB,445.0,MBA:400,89,218,171,MBA:788
AllenCCF-Ontology-2017-408,PAA1,"Piriform-amygdalar area, molecular layer",#59DAAB,446.0,MBA:408,89,218,171,MBA:788
AllenCCF-Ontology-2017-416,PAA2,"Piriform-amygdalar area, pyramidal layer",#59DAAB,447.0,MBA:416,89,218,171,MBA:788
AllenCCF-Ontology-2017-424,PAA3,"Piriform-amygdalar area, polymorph layer",#59DAAB,448.0,MBA:424,89,218,171,MBA:788
AllenCCF-Ontology-2017-566,TR,Postpiriform transition area,#A8ECD3,449.0,MBA:566,168,236,211,MBA:698
AllenCCF-Ontology-2017-517,TR1-3,"Postpiriform transition area, layers 1-3",#A8ECD3,450.0,MBA:517,168,236,211,MBA:566
AllenCCF-Ontology-2017-1140,TR1,"Postpiriform transition area, layers 1",#A8ECD3,451.0,MBA:1140,168,236,211,MBA:566
AllenCCF-Ontology-2017-1141,TR2,"Postpiriform transition area, layers 2",#A8ECD3,452.0,MBA:1141,168,236,211,MBA:566
AllenCCF-Ontology-2017-1142,TR3,"Postpiriform transition area, layers 3",#A8ECD3,453.0,MBA:1142,168,236,211,MBA:566
AllenCCF-Ontology-2017-1089,HPF,Hippocampal formation,#7ED04B,454.0,MBA:1089,126,208,75,MBA:695
AllenCCF-Ontology-2017-1080,HIP,Hippocampal region,#7ED04B,455.0,MBA:1080,126,208,75,MBA:1089
AllenCCF-Ontology-2017-375,CA,Ammon's horn,#7ED04B,456.0,MBA:375,126,208,75,MBA:1080
AllenCCF-Ontology-2017-382,CA1,Field CA1,#7ED04B,457.0,MBA:382,126,208,75,MBA:375
AllenCCF-Ontology-2017-391,CA1slm,"Field CA1, stratum lacunosum-moleculare",#7ED04B,458.0,MBA:391,126,208,75,MBA:382
AllenCCF-Ontology-2017-399,CA1so,"Field CA1, stratum oriens",#7ED04B,459.0,MBA:399,126,208,75,MBA:382
AllenCCF-Ontology-2017-407,CA1sp,"Field CA1, pyramidal layer",#66A83D,460.0,MBA:407,102,168,61,MBA:382
AllenCCF-Ontology-2017-415,CA1sr,"Field CA1, stratum radiatum",#7ED04B,461.0,MBA:415,126,208,75,MBA:382
AllenCCF-Ontology-2017-423,CA2,Field CA2,#7ED04B,462.0,MBA:423,126,208,75,MBA:375
AllenCCF-Ontology-2017-431,CA2slm,"Field CA2, stratum lacunosum-moleculare",#7ED04B,463.0,MBA:431,126,208,75,MBA:423
AllenCCF-Ontology-2017-438,CA2so,"Field CA2, stratum oriens",#7ED04B,464.0,MBA:438,126,208,75,MBA:423
AllenCCF-Ontology-2017-446,CA2sp,"Field CA2, pyramidal layer",#66A83D,465.0,MBA:446,102,168,61,MBA:423
AllenCCF-Ontology-2017-454,CA2sr,"Field CA2, stratum radiatum",#7ED04B,466.0,MBA:454,126,208,75,MBA:423
AllenCCF-Ontology-2017-463,CA3,Field CA3,#7ED04B,467.0,MBA:463,126,208,75,MBA:375
AllenCCF-Ontology-2017-471,CA3slm,"Field CA3, stratum lacunosum-moleculare",#7ED04B,468.0,MBA:471,126,208,75,MBA:463
AllenCCF-Ontology-2017-479,CA3slu,"Field CA3, stratum lucidum",#7ED04B,469.0,MBA:479,126,208,75,MBA:463
AllenCCF-Ontology-2017-486,CA3so,"Field CA3, stratum oriens",#7ED04B,470.0,MBA:486,126,208,75,MBA:463
AllenCCF-Ontology-2017-495,CA3sp,"Field CA3, pyramidal layer",#66A83D,471.0,MBA:495,102,168,61,MBA:463
AllenCCF-Ontology-2017-504,CA3sr,"Field CA3, stratum radiatum",#7ED04B,472.0,MBA:504,126,208,75,MBA:463
AllenCCF-Ontology-2017-726,DG,Dentate gyrus,#7ED04B,473.0,MBA:726,126,208,75,MBA:1080
AllenCCF-Ontology-2017-10703,DG-mo,"Dentate gyrus, molecular layer",#7ED04B,474.0,MBA:10703,126,208,75,MBA:726
AllenCCF-Ontology-2017-10704,DG-po,"Dentate gyrus, polymorph layer",#7ED04B,475.0,MBA:10704,126,208,75,MBA:726
AllenCCF-Ontology-2017-632,DG-sg,"Dentate gyrus, granule cell layer",#66A83D,476.0,MBA:632,102,168,61,MBA:726
AllenCCF-Ontology-2017-10702,DG-sgz,"Dentate gyrus, subgranular zone",#7ED04B,477.0,MBA:10702,126,208,75,MBA:726
AllenCCF-Ontology-2017-734,DGcr,Dentate gyrus crest,#7ED04B,478.0,MBA:734,126,208,75,MBA:726
AllenCCF-Ontology-2017-742,DGcr-mo,"Dentate gyrus crest, molecular layer",#7ED04B,479.0,MBA:742,126,208,75,MBA:734
AllenCCF-Ontology-2017-751,DGcr-po,"Dentate gyrus crest, polymorph layer",#7ED04B,480.0,MBA:751,126,208,75,MBA:734
AllenCCF-Ontology-2017-758,DGcr-sg,"Dentate gyrus crest, granule cell layer",#7ED04B,481.0,MBA:758,126,208,75,MBA:734
AllenCCF-Ontology-2017-766,DGlb,Dentate gyrus lateral blade,#7ED04B,482.0,MBA:766,126,208,75,MBA:726
AllenCCF-Ontology-2017-775,DGlb-mo,"Dentate gyrus lateral blade, molecular layer",#7ED04B,483.0,MBA:775,126,208,75,MBA:766
AllenCCF-Ontology-2017-782,DGlb-po,"Dentate gyrus lateral blade, polymorph layer",#7ED04B,484.0,MBA:782,126,208,75,MBA:766
AllenCCF-Ontology-2017-790,DGlb-sg,"Dentate gyrus lateral blade, granule cell layer",#7ED04B,485.0,MBA:790,126,208,75,MBA:766
AllenCCF-Ontology-2017-799,DGmb,Dentate gyrus medial blade,#7ED04B,486.0,MBA:799,126,208,75,MBA:726
AllenCCF-Ontology-2017-807,DGmb-mo,"Dentate gyrus medial blade, molecular layer",#7ED04B,487.0,MBA:807,126,208,75,MBA:799
AllenCCF-Ontology-2017-815,DGmb-po,"Dentate gyrus medial blade, polymorph layer",#7ED04B,488.0,MBA:815,126,208,75,MBA:799
AllenCCF-Ontology-2017-823,DGmb-sg,"Dentate gyrus medial blade, granule cell layer",#7ED04B,489.0,MBA:823,126,208,75,MBA:799
AllenCCF-Ontology-2017-982,FC,Fasciola cinerea,#7ED04B,490.0,MBA:982,126,208,75,MBA:1080
AllenCCF-Ontology-2017-19,IG,Induseum griseum,#7ED04B,491.0,MBA:19,126,208,75,MBA:1080
AllenCCF-Ontology-2017-822,RHP,Retrohippocampal region,#32B825,492.0,MBA:822,50,184,37,MBA:1089
AllenCCF-Ontology-2017-909,ENT,Entorhinal area,#32B825,493.0,MBA:909,50,184,37,MBA:822
AllenCCF-Ontology-2017-918,ENTl,"Entorhinal area, lateral part",#32B825,494.0,MBA:918,50,184,37,MBA:909
AllenCCF-Ontology-2017-1121,ENTl1,"Entorhinal area, lateral part, layer 1",#32B825,495.0,MBA:1121,50,184,37,MBA:918
AllenCCF-Ontology-2017-20,ENTl2,"Entorhinal area, lateral part, layer 2",#32B825,496.0,MBA:20,50,184,37,MBA:918
AllenCCF-Ontology-2017-999,ENTl2/3,"Entorhinal area, lateral part, layer 2/3",#32B825,497.0,MBA:999,50,184,37,MBA:918
AllenCCF-Ontology-2017-715,ENTl2a,"Entorhinal area, lateral part, layer 2a",#32B825,498.0,MBA:715,50,184,37,MBA:918
AllenCCF-Ontology-2017-764,ENTl2b,"Entorhinal area, lateral part, layer 2b",#32B825,499.0,MBA:764,50,184,37,MBA:918
AllenCCF-Ontology-2017-52,ENTl3,"Entorhinal area, lateral part, layer 3",#32B825,500.0,MBA:52,50,184,37,MBA:918
AllenCCF-Ontology-2017-92,ENTl4,"Entorhinal area, lateral part, layer 4",#32B825,501.0,MBA:92,50,184,37,MBA:918
AllenCCF-Ontology-2017-312,ENTl4/5,"Entorhinal area, lateral part, layer 4/5",#32B825,502.0,MBA:312,50,184,37,MBA:918
AllenCCF-Ontology-2017-139,ENTl5,"Entorhinal area, lateral part, layer 5",#32B825,503.0,MBA:139,50,184,37,MBA:918
AllenCCF-Ontology-2017-387,ENTl5/6,"Entorhinal area, lateral part, layer 5/6",#32B825,504.0,MBA:387,50,184,37,MBA:918
AllenCCF-Ontology-2017-28,ENTl6a,"Entorhinal area, lateral part, layer 6a",#32B825,505.0,MBA:28,50,184,37,MBA:918
AllenCCF-Ontology-2017-60,ENTl6b,"Entorhinal area, lateral part, layer 6b",#32B825,506.0,MBA:60,50,184,37,MBA:918
AllenCCF-Ontology-2017-926,ENTm,"Entorhinal area, medial part, dorsal zone",#32B825,507.0,MBA:926,50,184,37,MBA:909
AllenCCF-Ontology-2017-526,ENTm1,"Entorhinal area, medial part, dorsal zone, layer 1",#32B825,508.0,MBA:526,50,184,37,MBA:926
AllenCCF-Ontology-2017-543,ENTm2,"Entorhinal area, medial part, dorsal zone, layer 2",#32B825,509.0,MBA:543,50,184,37,MBA:926
AllenCCF-Ontology-2017-468,ENTm2a,"Entorhinal area, medial part, dorsal zone, layer 2a",#32B825,510.0,MBA:468,50,184,37,MBA:926
AllenCCF-Ontology-2017-508,ENTm2b,"Entorhinal area, medial part, dorsal zone, layer 2b",#32B825,511.0,MBA:508,50,184,37,MBA:926
AllenCCF-Ontology-2017-664,ENTm3,"Entorhinal area, medial part, dorsal zone, layer 3",#32B825,512.0,MBA:664,50,184,37,MBA:926
AllenCCF-Ontology-2017-712,ENTm4,"Entorhinal area, medial part, dorsal zone, layer 4",#32B825,513.0,MBA:712,50,184,37,MBA:926
AllenCCF-Ontology-2017-727,ENTm5,"Entorhinal area, medial part, dorsal zone, layer 5",#32B825,514.0,MBA:727,50,184,37,MBA:926
AllenCCF-Ontology-2017-550,ENTm5/6,"Entorhinal area, medial part, dorsal zone, layer 5/6",#32B825,515.0,MBA:550,50,184,37,MBA:926
AllenCCF-Ontology-2017-743,ENTm6,"Entorhinal area, medial part, dorsal zone, layer 6",#32B825,516.0,MBA:743,50,184,37,MBA:926
AllenCCF-Ontology-2017-934,ENTmv,"Entorhinal area, medial part, ventral zone",#32B825,517.0,MBA:934,50,184,37,MBA:909
AllenCCF-Ontology-2017-259,ENTmv1,"Entorhinal area, medial part, ventral zone, layer 1",#32B825,518.0,MBA:259,50,184,37,MBA:934
AllenCCF-Ontology-2017-324,ENTmv2,"Entorhinal area, medial part, ventral zone, layer 2",#32B825,519.0,MBA:324,50,184,37,MBA:934
AllenCCF-Ontology-2017-371,ENTmv3,"Entorhinal area, medial part, ventral zone, layer 3",#32B825,520.0,MBA:371,50,184,37,MBA:934
AllenCCF-Ontology-2017-419,ENTmv4,"Entorhinal area, medial part, ventral zone, layer 4",#32B825,521.0,MBA:419,50,184,37,MBA:934
AllenCCF-Ontology-2017-1133,ENTmv5/6,"Entorhinal area, medial part, ventral zone, layer 5/6",#32B825,522.0,MBA:1133,50,184,37,MBA:934
AllenCCF-Ontology-2017-843,PAR,Parasubiculum,#72D569,523.0,MBA:843,114,213,105,MBA:822
AllenCCF-Ontology-2017-10693,PAR1,"Parasubiculum, layer 1",#72D569,524.0,MBA:10693,114,213,105,MBA:843
AllenCCF-Ontology-2017-10694,PAR2,"Parasubiculum, layer 2",#72D569,525.0,MBA:10694,114,213,105,MBA:843
AllenCCF-Ontology-2017-10695,PAR3,"Parasubiculum, layer 3",#72D569,526.0,MBA:10695,114,213,105,MBA:843
AllenCCF-Ontology-2017-1037,POST,Postsubiculum,#48C83C,527.0,MBA:1037,72,200,60,MBA:822
AllenCCF-Ontology-2017-10696,POST1,"Postsubiculum, layer 1",#48C83C,528.0,MBA:10696,72,200,60,MBA:1037
AllenCCF-Ontology-2017-10697,POST2,"Postsubiculum, layer 2",#48C83C,529.0,MBA:10697,72,200,60,MBA:1037
AllenCCF-Ontology-2017-10698,POST3,"Postsubiculum, layer 3",#48C83C,530.0,MBA:10698,72,200,60,MBA:1037
AllenCCF-Ontology-2017-1084,PRE,Presubiculum,#59B947,531.0,MBA:1084,89,185,71,MBA:822
AllenCCF-Ontology-2017-10699,PRE1,"Presubiculum, layer 1",#59B947,532.0,MBA:10699,89,185,71,MBA:1084
AllenCCF-Ontology-2017-10700,PRE2,"Presubiculum, layer 2",#59B947,533.0,MBA:10700,89,185,71,MBA:1084
AllenCCF-Ontology-2017-10701,PRE3,"Presubiculum, layer 3",#59B947,534.0,MBA:10701,89,185,71,MBA:1084
AllenCCF-Ontology-2017-502,SUB,Subiculum,#4FC244,535.0,MBA:502,79,194,68,MBA:822
AllenCCF-Ontology-2017-509,SUBd,"Subiculum, dorsal part",#4FC244,536.0,MBA:509,79,194,68,MBA:502
AllenCCF-Ontology-2017-829,SUBd-m,"Subiculum, dorsal part, molecular layer",#4FC244,537.0,MBA:829,79,194,68,MBA:509
AllenCCF-Ontology-2017-845,SUBd-sp,"Subiculum, dorsal part, pyramidal layer",#4BB547,538.0,MBA:845,75,181,71,MBA:509
AllenCCF-Ontology-2017-837,SUBd-sr,"Subiculum, dorsal part, stratum radiatum",#4FC244,539.0,MBA:837,79,194,68,MBA:509
AllenCCF-Ontology-2017-518,SUBv,"Subiculum, ventral part",#4FC244,540.0,MBA:518,79,194,68,MBA:502
AllenCCF-Ontology-2017-853,SUBv-m,"Subiculum, ventral part, molecular layer",#4FC244,541.0,MBA:853,79,194,68,MBA:518
AllenCCF-Ontology-2017-870,SUBv-sp,"Subiculum, ventral part, pyramidal layer",#4BB547,542.0,MBA:870,75,181,71,MBA:518
AllenCCF-Ontology-2017-861,SUBv-sr,"Subiculum, ventral part, stratum radiatum",#4FC244,543.0,MBA:861,79,194,68,MBA:518
AllenCCF-Ontology-2017-484682470,ProS,Prosubiculum,#58BA48,544.0,MBA:484682470,88,186,72,MBA:822
AllenCCF-Ontology-2017-484682475,ProSd,"Prosubiculum, dorsal part",#58BA48,545.0,MBA:484682475,88,186,72,MBA:484682470
AllenCCF-Ontology-2017-484682479,ProSd-m,"Prosubiculum, dorsal part, molecular layer",#58BA48,546.0,MBA:484682479,88,186,72,MBA:484682475
AllenCCF-Ontology-2017-484682483,ProSd-sp,"Prosubiculum, dorsal part, pyramidal layer",#56B84B,547.0,MBA:484682483,86,184,75,MBA:484682475
AllenCCF-Ontology-2017-484682487,ProSd-sr,"Prosubiculum, dorsal part, stratum radiatum",#58BA48,548.0,MBA:484682487,88,186,72,MBA:484682475
AllenCCF-Ontology-2017-484682492,ProSv,"Prosubiculum, ventral part",#58BA48,549.0,MBA:484682492,88,186,72,MBA:484682470
AllenCCF-Ontology-2017-484682496,ProSv-m,"Prosubiculum, ventral part, molecular layer",#58BA48,550.0,MBA:484682496,88,186,72,MBA:484682492
AllenCCF-Ontology-2017-484682500,ProSv-sp,"Prosubiculum, ventral part, pyramidal layer",#56B84B,551.0,MBA:484682500,86,184,75,MBA:484682492
AllenCCF-Ontology-2017-484682504,Prosv-sr,"Prosubiculum, ventral part, stratum radiatum",#58BA48,552.0,MBA:484682504,88,186,72,MBA:484682492
AllenCCF-Ontology-2017-589508447,HATA,Hippocampo-amygdalar transition area,#33B932,553.0,MBA:589508447,51,185,50,MBA:822
AllenCCF-Ontology-2017-484682508,APr,Area prostriata,#33B932,554.0,MBA:484682508,51,185,50,MBA:822
AllenCCF-Ontology-2017-703,CTXsp,Cortical subplate,#8ADA87,555.0,MBA:703,138,218,135,MBA:688
AllenCCF-Ontology-2017-16,6b,"Layer 6b, isocortex",#8ADA87,556.0,MBA:16,138,218,135,MBA:703
AllenCCF-Ontology-2017-583,CLA,Claustrum,#8ADA87,557.0,MBA:583,138,218,135,MBA:703
AllenCCF-Ontology-2017-942,EP,Endopiriform nucleus,#A0EE9D,558.0,MBA:942,160,238,157,MBA:703
AllenCCF-Ontology-2017-952,EPd,"Endopiriform nucleus, dorsal part",#A0EE9D,559.0,MBA:952,160,238,157,MBA:942
AllenCCF-Ontology-2017-966,EPv,"Endopiriform nucleus, ventral part",#A0EE9D,560.0,MBA:966,160,238,157,MBA:942
AllenCCF-Ontology-2017-131,LA,Lateral amygdalar nucleus,#90EB8D,561.0,MBA:131,144,235,141,MBA:703
AllenCCF-Ontology-2017-295,BLA,Basolateral amygdalar nucleus,#9DE79C,562.0,MBA:295,157,231,156,MBA:703
AllenCCF-Ontology-2017-303,BLAa,"Basolateral amygdalar nucleus, anterior part",#9DE79C,563.0,MBA:303,157,231,156,MBA:295
AllenCCF-Ontology-2017-311,BLAp,"Basolateral amygdalar nucleus, posterior part",#9DE79C,564.0,MBA:311,157,231,156,MBA:295
AllenCCF-Ontology-2017-451,BLAv,"Basolateral amygdalar nucleus, ventral part",#9DE79C,565.0,MBA:451,157,231,156,MBA:295
AllenCCF-Ontology-2017-319,BMA,Basomedial amygdalar nucleus,#84EA81,566.0,MBA:319,132,234,129,MBA:703
AllenCCF-Ontology-2017-327,BMAa,"Basomedial amygdalar nucleus, anterior part",#84EA81,567.0,MBA:327,132,234,129,MBA:319
AllenCCF-Ontology-2017-334,BMAp,"Basomedial amygdalar nucleus, posterior part",#84EA81,568.0,MBA:334,132,234,129,MBA:319
AllenCCF-Ontology-2017-780,PA,Posterior amygdalar nucleus,#97EC93,569.0,MBA:780,151,236,147,MBA:703
AllenCCF-Ontology-2017-623,CNU,Cerebral nuclei,#98D6F9,570.0,MBA:623,152,214,249,MBA:567
AllenCCF-Ontology-2017-477,STR,Striatum,#98D6F9,571.0,MBA:477,152,214,249,MBA:623
AllenCCF-Ontology-2017-485,STRd,Striatum dorsal region,#98D6F9,572.0,MBA:485,152,214,249,MBA:477
AllenCCF-Ontology-2017-672,CP,Caudoputamen,#98D6F9,573.0,MBA:672,152,214,249,MBA:485
AllenCCF-Ontology-2017-493,STRv,Striatum ventral region,#80CDF8,574.0,MBA:493,128,205,248,MBA:477
AllenCCF-Ontology-2017-56,ACB,Nucleus accumbens,#80CDF8,575.0,MBA:56,128,205,248,MBA:493
AllenCCF-Ontology-2017-998,FS,Fundus of striatum,#80CDF8,576.0,MBA:998,128,205,248,MBA:493
AllenCCF-Ontology-2017-754,OT,Olfactory tubercle,#80CDF8,577.0,MBA:754,128,205,248,MBA:493
AllenCCF-Ontology-2017-481,isl,Islands of Calleja,#80CDF8,578.0,MBA:481,128,205,248,MBA:754
AllenCCF-Ontology-2017-489,islm,Major island of Calleja,#80CDF8,579.0,MBA:489,128,205,248,MBA:754
AllenCCF-Ontology-2017-144,OT1-3,"Olfactory tubercle, layers 1-3",#80CDF8,580.0,MBA:144,128,205,248,MBA:754
AllenCCF-Ontology-2017-458,OT1,"Olfactory tubercle, molecular layer",#80CDF8,581.0,MBA:458,128,205,248,MBA:754
AllenCCF-Ontology-2017-465,OT2,"Olfactory tubercle, pyramidal layer",#80CDF8,582.0,MBA:465,128,205,248,MBA:754
AllenCCF-Ontology-2017-473,OT3,"Olfactory tubercle, polymorph layer",#80CDF8,583.0,MBA:473,128,205,248,MBA:754
AllenCCF-Ontology-2017-549009199,LSS,Lateral strip of striatum,#80CDF8,584.0,MBA:549009199,128,205,248,MBA:493
AllenCCF-Ontology-2017-275,LSX,Lateral septal complex,#90CBED,585.0,MBA:275,144,203,237,MBA:477
AllenCCF-Ontology-2017-242,LS,Lateral septal nucleus,#90CBED,586.0,MBA:242,144,203,237,MBA:275
AllenCCF-Ontology-2017-250,LSc,"Lateral septal nucleus, caudal (caudodorsal) part",#90CBED,587.0,MBA:250,144,203,237,MBA:242
AllenCCF-Ontology-2017-258,LSr,"Lateral septal nucleus, rostral (rostroventral) part",#90CBED,588.0,MBA:258,144,203,237,MBA:242
AllenCCF-Ontology-2017-266,LSv,"Lateral septal nucleus, ventral part",#90CBED,589.0,MBA:266,144,203,237,MBA:242
AllenCCF-Ontology-2017-310,SF,Septofimbrial nucleus,#90CBED,590.0,MBA:310,144,203,237,MBA:275
AllenCCF-Ontology-2017-333,SH,Septohippocampal nucleus,#90CBED,591.0,MBA:333,144,203,237,MBA:275
AllenCCF-Ontology-2017-278,sAMY,Striatum-like amygdalar nuclei,#80C0E2,592.0,MBA:278,128,192,226,MBA:477
AllenCCF-Ontology-2017-23,AAA,Anterior amygdalar area,#80C0E2,593.0,MBA:23,128,192,226,MBA:278
AllenCCF-Ontology-2017-292,BA,Bed nucleus of the accessory olfactory tract,#80C0E2,594.0,MBA:292,128,192,226,MBA:278
AllenCCF-Ontology-2017-536,CEA,Central amygdalar nucleus,#80C0E2,595.0,MBA:536,128,192,226,MBA:278
AllenCCF-Ontology-2017-544,CEAc,"Central amygdalar nucleus, capsular part",#80C0E2,596.0,MBA:544,128,192,226,MBA:536
AllenCCF-Ontology-2017-551,CEAl,"Central amygdalar nucleus, lateral part",#80C0E2,597.0,MBA:551,128,192,226,MBA:536
AllenCCF-Ontology-2017-559,CEAm,"Central amygdalar nucleus, medial part",#80C0E2,598.0,MBA:559,128,192,226,MBA:536
AllenCCF-Ontology-2017-1105,IA,Intercalated amygdalar nucleus,#80C0E2,599.0,MBA:1105,128,192,226,MBA:278
AllenCCF-Ontology-2017-403,MEA,Medial amygdalar nucleus,#80C0E2,600.0,MBA:403,128,192,226,MBA:278
AllenCCF-Ontology-2017-411,MEAad,"Medial amygdalar nucleus, anterodorsal part",#80C0E2,601.0,MBA:411,128,192,226,MBA:403
AllenCCF-Ontology-2017-418,MEAav,"Medial amygdalar nucleus, anteroventral part",#80C0E2,602.0,MBA:418,128,192,226,MBA:403
AllenCCF-Ontology-2017-426,MEApd,"Medial amygdalar nucleus, posterodorsal part",#80C0E2,603.0,MBA:426,128,192,226,MBA:403
AllenCCF-Ontology-2017-472,MEApd-a,"Medial amygdalar nucleus, posterodorsal part, sublayer a",#80C0E2,604.0,MBA:472,128,192,226,MBA:426
AllenCCF-Ontology-2017-480,MEApd-b,"Medial amygdalar nucleus, posterodorsal part, sublayer b",#80C0E2,605.0,MBA:480,128,192,226,MBA:426
AllenCCF-Ontology-2017-487,MEApd-c,"Medial amygdalar nucleus, posterodorsal part, sublayer c",#80C0E2,606.0,MBA:487,128,192,226,MBA:426
AllenCCF-Ontology-2017-435,MEApv,"Medial amygdalar nucleus, posteroventral part",#80C0E2,607.0,MBA:435,128,192,226,MBA:403
AllenCCF-Ontology-2017-803,PAL,Pallidum,#8599CC,608.0,MBA:803,133,153,204,MBA:623
AllenCCF-Ontology-2017-818,PALd,"Pallidum, dorsal region",#8599CC,609.0,MBA:818,133,153,204,MBA:803
AllenCCF-Ontology-2017-1022,GPe,"Globus pallidus, external segment",#8599CC,610.0,MBA:1022,133,153,204,MBA:818
AllenCCF-Ontology-2017-1031,GPi,"Globus pallidus, internal segment",#8599CC,611.0,MBA:1031,133,153,204,MBA:818
AllenCCF-Ontology-2017-835,PALv,"Pallidum, ventral region",#A2B1D8,612.0,MBA:835,162,177,216,MBA:803
