substructure,organ,category,division,structure,count,sum,sum_squared,max,min,mean
VISa1,brain,grey,Isocortex,VISa,15284.0,4807865.0,480584501.0,499.0,17.0,314.56850300968335
VISa2/3,brain,grey,Isocortex,VISa,27287.0,9158400.0,864852750.0,455.0,150.0,335.6323524022428
VISa4,brain,grey,Isocortex,VISa,9933.0,3800539.0,302992275.0,498.0,186.0,382.61743682673915
VISa5,brain,grey,Isocortex,VISa,22713.0,8811902.0,641321320.0,570.0,114.0,387.96733148417206
VISa6a,brain,grey,Isocortex,VISa,14266.0,4603882.0,458296416.0,461.0,112.0,322.7170895836254
VISa6b,brain,grey,Isocortex,VISa,2548.0,506244.0,94141798.0,291.0,102.0,198.6828885400314
VISal1,brain,grey,Isocortex,VISal,7502.0,1809536.0,293442536.0,422.0,43.0,241.20714476139696
VISal2/3,brain,grey,Isocortex,VISal,12714.0,3633447.0,446028341.0,469.0,158.0,285.7831524303917
VISal4,brain,grey,Isocortex,VISal,6639.0,2316619.0,243610617.0,482.0,228.0,348.94095496309683
VISal5,brain,grey,Isocortex,VISal,13011.0,4543544.0,444709826.0,474.0,207.0,349.20790100684036
VISal6a,brain,grey,Isocortex,VISal,7147.0,1873839.0,226238591.0,363.0,151.0,262.185392472366
VISal6b,brain,grey,Isocortex,VISal,1422.0,250980.0,45069268.0,267.0,73.0,176.49789029535864
VISam1,brain,grey,Isocortex,VISam,8602.0,2826047.0,290603817.0,477.0,19.0,328.5337130899791
VISam2/3,brain,grey,Isocortex,VISam,13301.0,4178990.0,402365736.0,441.0,170.0,314.1861514171867
VISam4,brain,grey,Isocortex,VISam,3859.0,1370604.0,145323380.0,447.0,197.0,355.1707696294377
VISam5,brain,grey,Isocortex,VISam,14542.0,5302912.0,483413034.0,501.0,172.0,364.6618071792051
VISam6a,brain,grey,Isocortex,VISam,8702.0,2629431.0,292142415.0,429.0,128.0,302.16398529073774
VISam6b,brain,grey,Isocortex,VISam,1595.0,270355.0,47841417.0,285.0,74.0,169.50156739811914
VISl1,brain,grey,Isocortex,VISl,11854.0,2652937.0,467867319.0,377.0,22.0,223.80099544457568
VISl2/3,brain,grey,Isocortex,VISl,19298.0,5422945.0,684442041.0,479.0,138.0,281.01072650015544
VISl4,brain,grey,Isocortex,VISl,11472.0,4019676.0,391106664.0,476.0,230.0,350.39016736401675
VISl5,brain,grey,Isocortex,VISl,20110.0,6802178.0,685723046.0,460.0,163.0,338.2485330681253
VISl6a,brain,grey,Isocortex,VISl,13260.0,3463729.0,433163199.0,442.0,157.0,261.21636500754147
VISl6b,brain,grey,Isocortex,VISl,2465.0,443070.0,80974918.0,274.0,96.0,179.7444219066937
VISli1,brain,grey,Isocortex,VISli,4778.0,1021321.0,193873897.0,337.0,35.0,213.7549183758895
VISli2/3,brain,grey,Isocortex,VISli,7498.0,1872362.0,264226866.0,364.0,132.0,249.71485729527873
VISli4,brain,grey,Isocortex,VISli,3653.0,1159784.0,127080644.0,384.0,242.0,317.4880919791952
VISli5,brain,grey,Isocortex,VISli,9489.0,3092800.0,318446512.0,405.0,200.0,325.9352934977342
VISli6a,brain,grey,Isocortex,VISli,5080.0,1345425.0,139373851.0,336.0,188.0,264.8474409448819
VISli6b,brain,grey,Isocortex,VISli,1027.0,200656.0,39699432.0,272.0,127.0,195.3807205452775
VISp1,brain,grey,Isocortex,VISp,80747.0,21129044.0,2665084634.0,548.0,10.0,261.66970909135944
VISp2/3,brain,grey,Isocortex,VISp,127983.0,43121340.0,4161802166.0,575.0,147.0,336.9302172944844
VISp4,brain,grey,Isocortex,VISp,65560.0,25577895.0,2163826553.0,908.0,124.0,390.1448291641245
VISp5,brain,grey,Isocortex,VISp,99343.0,35269031.0,3188093665.0,573.0,118.0,355.02280986078534
VISp6a,brain,grey,Isocortex,VISp,68387.0,19139861.0,2226557073.0,472.0,106.0,279.87572199394623
VISp6b,brain,grey,Isocortex,VISp,10644.0,2048009.0,371588665.0,311.0,83.0,192.4097143930853
VISpl1,brain,grey,Isocortex,VISpl,12115.0,2783812.0,402051126.0,532.0,19.0,229.78225340487
VISpl2/3,brain,grey,Isocortex,VISpl,13341.0,3212789.0,466184231.0,392.0,119.0,240.82070309571995
VISpl4,brain,grey,Isocortex,VISpl,2308.0,692132.0,72154658.0,403.0,161.0,299.88388214904677
VISpl5,brain,grey,Isocortex,VISpl,15560.0,4395813.0,434930477.0,459.0,116.0,282.5072622107969
VISpl6a,brain,grey,Isocortex,VISpl,6870.0,1719437.0,225077395.0,421.0,113.0,250.28195050946144
VISpl6b,brain,grey,Isocortex,VISpl,551.0,106413.0,20203313.0,273.0,112.0,193.12704174228676
VISpm1,brain,grey,Isocortex,VISpm,12049.0,3648732.0,389875340.0,460.0,29.0,302.82446676072703
VISpm2/3,brain,grey,Isocortex,VISpm,18770.0,5769774.0,578009384.0,521.0,126.0,307.3933937133724
VISpm4,brain,grey,Isocortex,VISpm,6309.0,2250295.0,228463959.0,466.0,237.0,356.68013948327786
VISpm5,brain,grey,Isocortex,VISpm,18275.0,6497557.0,663051287.0,474.0,218.0,355.54347469220244
VISpm6a,brain,grey,Isocortex,VISpm,9662.0,2867520.0,308823910.0,419.0,137.0,296.78327468433037
VISpm6b,brain,grey,Isocortex,VISpm,1794.0,355225.0,66539935.0,299.0,97.0,198.0072463768116
VISpor1,brain,grey,Isocortex,VISpor,16026.0,3045467.0,561071291.0,406.0,21.0,190.03288406339698
VISpor2/3,brain,grey,Isocortex,VISpor,23927.0,4974616.0,808112542.0,357.0,88.0,207.90805366322564
VISpor4,brain,grey,Isocortex,VISpor,3872.0,1135860.0,92202880.0,365.0,149.0,293.35227272727275
VISpor5,brain,grey,Isocortex,VISpor,24639.0,6934493.0,707334763.0,394.0,137.0,281.44376801006536
VISpor6a,brain,grey,Isocortex,VISpor,11541.0,2984271.0,359198637.0,369.0,156.0,258.5799324148687
VISpor6b,brain,grey,Isocortex,VISpor,2090.0,415962.0,80432882.0,291.0,86.0,199.0248803827751
VISrl1,brain,grey,Isocortex,VISrl,10858.0,3085737.0,335186543.0,479.0,39.0,284.19018235402467
VISrl2/3,brain,grey,Isocortex,VISrl,17648.0,6063970.0,583989462.0,475.0,197.0,343.60664097914776
VISrl4,brain,grey,Isocortex,VISrl,9373.0,3730690.0,324937992.0,578.0,216.0,398.02517870479033
VISrl5,brain,grey,Isocortex,VISrl,15623.0,6145878.0,539355542.0,550.0,164.0,393.3865454778212
VISrl6a,brain,grey,Isocortex,VISrl,9688.0,2924013.0,317349109.0,523.0,156.0,301.81802229562345
VISrl6b,brain,grey,Isocortex,VISrl,1835.0,342480.0,61496778.0,281.0,97.0,186.6376021798365
VL-unassigned,brain,VS,VL,VL-unassigned,137710.0,7121796.0,732259312.0,570.0,0.0,51.715895722895944
VLPO,brain,grey,HY,VLPO,4291.0,646630.0,103382066.0,260.0,22.0,150.69447681193196
VM,brain,grey,TH,VM,59299.0,11155584.0,1575686158.0,408.0,31.0,188.12431912848447
VMH,brain,grey,HY,VMH,35169.0,7207246.0,1296782928.0,331.0,85.0,204.93178651653446
VMPO,brain,grey,HY,VMPO,3210.0,445506.0,64701316.0,224.0,29.0,138.78691588785045
VPL,brain,grey,TH,VPL,56111.0,9119998.0,1381966294.0,478.0,27.0,162.53493967314787
VPLpc,brain,grey,TH,VPLpc,6326.0,1197833.0,205573863.0,373.0,45.0,189.3507745810939
VPM,brain,grey,TH,VPM,105262.0,23400509.0,3412725733.0,869.0,43.0,222.30728088008968
VPMpc,brain,grey,TH,VPMpc,13716.0,3752195.0,372333315.0,410.0,92.0,273.56335666375037
VTA,brain,grey,MB,VTA,27365.0,3421965.0,510037869.0,318.0,21.0,125.04896765941896
VTN,brain,grey,MB,VTN,2418.0,281048.0,37321104.0,244.0,8.0,116.23159636062861
VeCB,brain,grey,CB,VeCB,5451.0,294330.0,17871814.0,174.0,25.0,53.99559713813979
XII,brain,grey,MY,XII,18007.0,3979692.0,670280696.0,393.0,92.0,221.0080524240573
Xi,brain,grey,TH,Xi,5588.0,2017255.0,182846597.0,437.0,142.0,360.99767358625627
ZI-unassigned,brain,grey,HY,ZI,99806.0,17681892.0,2604947186.0,454.0,34.0,177.1626154740196
aco,brain,fiber tracts,cm,In,47418.0,1935998.0,102071874.0,283.0,12.0,40.82833523134675
act,brain,fiber tracts,mfbs,mfbc,13607.0,1316874.0,144865892.0,275.0,27.0,96.77915778643346
alv,brain,fiber tracts,mfbs,mfbc,89906.0,11097025.0,1529017649.0,427.0,3.0,123.4291927123885
amc,brain,fiber tracts,mfbs,mfbc,10521.0,1770243.0,292785493.0,344.0,24.0,168.25805531793554
ar,brain,fiber tracts,lfbs,lfbst,7405.0,492858.0,39108172.0,194.0,21.0,66.55746117488184
arb,brain,fiber tracts,cbf,arb,442961.0,33650117.0,3999093825.0,463.0,6.0,75.96631983402602
bic,brain,fiber tracts,cm,VIIIn,15797.0,1065800.0,90867694.0,342.0,4.0,67.46850667848325
brain-unassigned,brain,brain-unassigned,brain-unassigned,brain-unassigned,227696.0,12128701.0,1140347743.0,428.0,0.0,53.26707979059799
bsc,brain,fiber tracts,cm,IIn,12763.0,655195.0,45349523.0,254.0,7.0,51.33550105774504
c,brain,VS,c,c,31.0,4327.0,633749.0,174.0,63.0,139.58064516129033
cbc,brain,fiber tracts,cbf,cbc,4378.0,95817.0,3727619.0,163.0,9.0,21.886021014161717
ccb,brain,fiber tracts,lfbs,cc,198753.0,12591515.0,958899977.0,464.0,7.0,63.35257832586175
ccg,brain,fiber tracts,lfbs,cc,53119.0,3719599.0,315713739.0,242.0,12.0,70.02388975696078
ccs,brain,fiber tracts,lfbs,cc,60550.0,3520359.0,250169087.0,210.0,13.0,58.13970272502064
chpl,brain,VS,VL,chpl,92456.0,4131601.0,294362277.0,574.0,0.0,44.687213377174004
cic,brain,fiber tracts,cm,VIIIn,1152.0,194058.0,33697266.0,255.0,78.0,168.453125
cing,brain,fiber tracts,mfbs,mfbc,80922.0,5520363.0,475233829.0,340.0,17.0,68.2183213464818
cpd,brain,fiber tracts,lfbs,cst,56468.0,1550930.0,72399876.0,290.0,2.0,27.46564425869519
csc,brain,fiber tracts,cm,IIn,1753.0,195533.0,22541219.0,202.0,53.0,111.54192812321735
cst-unassigned,brain,fiber tracts,lfbs,cst,5378.0,124227.0,3114079.0,55.0,9.0,23.099107474897732
cuf,brain,fiber tracts,cm,drt,1427.0,42709.0,1474665.0,104.0,14.0,29.929222144358796
das,brain,fiber tracts,cm,VIIIn,773.0,45410.0,3054278.0,156.0,17.0,58.745148771021995
df,brain,fiber tracts,mfbs,mfbc,2395.0,85447.0,3914741.0,192.0,16.0,35.677244258872655
dhc,brain,fiber tracts,mfbs,mfbc,60981.0,3701870.0,271605828.0,205.0,11.0,60.705301651334025
dtd,brain,fiber tracts,eps,tsp,359.0,13114.0,587056.0,107.0,14.0,36.52924791086351
ee,brain,fiber tracts,lfbs,cc,5982.0,1285413.0,211887387.0,379.0,81.0,214.8801404212638
em,brain,fiber tracts,lfbs,lfbst,7629.0,978752.0,135988028.0,402.0,24.0,128.29361646349457
fa,brain,fiber tracts,lfbs,cc,121789.0,13357431.0,1621949333.0,406.0,12.0,109.67682631436337
fi,brain,fiber tracts,mfbs,mfbc,96857.0,6926453.0,860028957.0,361.0,2.0,71.51215709757685
fiber tracts-unassigned,brain,fiber tracts,fiber tracts-unassigned,fiber tracts-unassigned,99413.0,5663491.0,490746971.0,570.0,0.0,56.96931990785913
fp,brain,fiber tracts,lfbs,cc,103516.0,5848430.0,425071360.0,255.0,12.0,56.497836083310794
fr,brain,fiber tracts,mfbs,mfsbshy,10681.0,766178.0,60795678.0,178.0,28.0,71.73279655462972
fx,brain,fiber tracts,mfbs,mfbc,17218.0,1592452.0,175495972.0,314.0,27.0,92.48762922522941
gVIIn,brain,fiber tracts,cm,VIIn,1845.0,38834.0,1115158.0,131.0,8.0,21.048238482384825
hbc,brain,fiber tracts,mfbs,mfsbshy,3041.0,201508.0,20213402.0,327.0,2.0,66.26372903650115
icp,brain,fiber tracts,cbf,cbp,55640.0,763542.0,12267366.0,183.0,1.0,13.722897196261682
int,brain,fiber tracts,lfbs,cst,152172.0,5710603.0,301905011.0,413.0,6.0,37.52729148595011
ll,brain,fiber tracts,cm,VIIIn,53354.0,2558691.0,150656603.0,321.0,2.0,47.95687296172733
lot,brain,fiber tracts,cm,In,56399.0,4018814.0,452916202.0,471.0,2.0,71.25683079487224
lotd,brain,fiber tracts,cm,In,8151.0,794394.0,81754260.0,442.0,25.0,97.4596981965403
mcp,brain,fiber tracts,cbf,cbp,69910.0,827413.0,12370383.0,126.0,1.0,11.835402660563581
mct,brain,fiber tracts,mfbs,mfbc,522.0,103235.0,17872365.0,301.0,100.0,197.76819923371647
mfb,brain,fiber tracts,mfbs,mfsbshy,3186.0,424618.0,59890624.0,250.0,62.0,133.27620841180163
ml,brain,fiber tracts,cm,drt,39725.0,1413599.0,61647851.0,123.0,7.0,35.584619257394586
mlf,brain,fiber tracts,cm,IIIn,9452.0,231685.0,7851399.0,130.0,10.0,24.5117435463394
moV,brain,fiber tracts,cm,Vn,3816.0,30790.0,310816.0,62.0,2.0,8.068658280922431
mp,brain,fiber tracts,mfbs,mfsbshy,2062.0,78450.0,3779638.0,128.0,11.0,38.045586808923375
mtg,brain,fiber tracts,mfbs,mfsbshy,3593.0,211779.0,18000271.0,173.0,13.0,58.942109657667686
mtt,brain,fiber tracts,mfbs,mfsbshy,8278.0,699907.0,76857537.0,290.0,21.0,84.55025368446485
nst,brain,fiber tracts,eps,epsc,7192.0,744944.0,94586864.0,296.0,18.0,103.57953281423804
och,brain,fiber tracts,cm,IIn,19633.0,280277.0,4893323.0,120.0,2.0,14.275811134314674
onl,brain,fiber tracts,cm,In,265144.0,35202006.0,5543576108.0,2116.0,0.0,132.76561415683554
opt,brain,fiber tracts,cm,IIn,44749.0,810935.0,21734025.0,158.0,0.0,18.121857471675344
or,brain,fiber tracts,lfbs,lfbst,13562.0,1040781.0,100631969.0,392.0,10.0,76.74244211768176
pc,brain,fiber tracts,cm,IIIn,3358.0,207336.0,15462756.0,193.0,19.0,61.74389517569982
pm,brain,fiber tracts,mfbs,mfsbshy,2127.0,214600.0,23322712.0,239.0,40.0,100.89327691584391
py,brain,fiber tracts,lfbs,cst,35873.0,354031.0,3718015.0,30.0,2.0,9.869010119031026
pyd,brain,fiber tracts,lfbs,cst,4412.0,60927.0,969075.0,39.0,2.0,13.80938349954669
rust-unassigned,brain,fiber tracts,eps,rust,36422.0,918125.0,32574755.0,145.0,5.0,25.207978694195816
sV,brain,fiber tracts,cm,Vn,148776.0,1184397.0,13855781.0,100.0,0.0,7.96094128085175
scp,brain,fiber tracts,cbf,cbp,55643.0,1390255.0,49831643.0,211.0,3.0,24.98526319572992
scwm-unassigned,brain,fiber tracts,scwm,scwm-unassigned,125428.0,11009740.0,1110190952.0,258.0,21.0,87.77737028414708
sm,brain,fiber tracts,mfbs,mfsbshy,17293.0,1783116.0,221770876.0,372.0,10.0,103.11201064014341
st,brain,fiber tracts,mfbs,mfbc,23628.0,2187281.0,272130411.0,325.0,16.0,92.5715676316235
sup,brain,fiber tracts,mfbs,mfsbshy,1672.0,100423.0,6809091.0,170.0,17.0,60.061602870813395
tb,brain,fiber tracts,cm,VIIIn,22046.0,381307.0,9802613.0,71.0,1.0,17.295972058423295
ts,brain,fiber tracts,cm,Xn,599.0,62140.0,6824322.0,174.0,51.0,103.73956594323873
tspc,brain,fiber tracts,eps,tsp,32266.0,1128515.0,46798045.0,118.0,2.0,34.97536106117895
tspd,brain,fiber tracts,eps,tsp,1.0,12.0,144.0,12.0,12.0,12.0
vVIIIn,brain,fiber tracts,cm,VIIIn,16023.0,178783.0,2278325.0,41.0,2.0,11.157898021593958
vhc,brain,fiber tracts,mfbs,mfbc,4226.0,201277.0,10660439.0,125.0,14.0,47.62825366777094
von,brain,fiber tracts,cm,von,862.0,71275.0,7882925.0,400.0,7.0,82.68561484918793
vtd,brain,fiber tracts,eps,rust,2380.0,67948.0,2089616.0,71.0,15.0,28.549579831932775
x,brain,grey,MY,x,3646.0,368463.0,43085411.0,267.0,26.0,101.0595172792101
y,brain,grey,MY,y,1501.0,264716.0,38891546.0,522.0,56.0,176.3597601598934
