parcellation_index,organ,category,division,structure,substructure,count,min,max,sum,sum_squared,mean
960,brain,grey,MY,PGRNd,PGRNd,15277.0,16.0,238.0,1124907.0,97110331.0,73.63402500490935
961,brain,fiber tracts,lfbs,cc,fp,103516.0,12.0,255.0,5848430.0,425071360.0,56.497836083310794
963,brain,grey,Isocortex,VISl,VISl2/3,19298.0,138.0,479.0,5422945.0,684442041.0,281.01072650015544
964,brain,grey,Isocortex,SSp-m,SSp-m5,77950.0,114.0,606.0,31325413.0,2501504291.0,401.86546504169337
965,brain,grey,MB,EW,EW,1664.0,71.0,283.0,293815.0,50128305.0,176.57151442307693
966,brain,grey,CB,CENT,CENT2,85398.0,12.0,616.0,28949921.0,2761030497.0,338.9999882901239
967,brain,grey,Isocortex,ECT,ECT6a,24962.0,36.0,344.0,5614280.0,1022918028.0,224.91306786315198
968,brain,grey,MY,PGRNl,PGRNl,45444.0,10.0,205.0,2774054.0,205618196.0,61.043350057213274
970,brain,grey,HY,PMd,PMd,8433.0,75.0,356.0,1793857.0,283581699.0,212.71872406023954
971,brain,grey,Isocortex,SSp-bfd,SSp-bfd1,53686.0,20.0,458.0,13843312.0,1695893264.0,257.85702045225946
972,brain,grey,HPF,FC,FC,3970.0,0.0,390.0,550978.0,72131222.0,138.7853904282116
974,brain,grey,CB,CENT,CENT3,175414.0,19.0,648.0,66537063.0,5756854765.0,379.3144389843456
976,brain,fiber tracts,lfbs,cc,ccs,60550.0,13.0,210.0,3520359.0,250169087.0,58.13970272502064
978,brain,grey,Isocortex,ECT,ECT5,33862.0,118.0,390.0,8588630.0,1154891736.0,253.6362294016892
979,brain,grey,CB,FN,FN,32062.0,18.0,246.0,2573316.0,248179568.0,80.26062004865572
980,brain,grey,Isocortex,AUDv,AUDv4,13693.0,170.0,399.0,4212128.0,419497442.0,307.6117724384722
986,brain,grey,Isocortex,AId,AId1,29473.0,7.0,446.0,6603931.0,948877591.0,224.06714620160824
987,brain,brain-unassigned,brain-unassigned,brain-unassigned,brain-unassigned,227696.0,0.0,428.0,12128701.0,1140347743.0,53.26707979059799
988,brain,grey,STR,FS,FS,27633.0,19.0,467.0,7171247.0,934168095.0,259.5174971953823
994,brain,grey,HY,PMv,PMv,12528.0,100.0,295.0,2430593.0,454045637.0,194.01285121328226
995,brain,grey,Isocortex,AUDp,AUDp6b,3484.0,68.0,262.0,569247.0,95873691.0,163.38892078071183
996,brain,grey,Isocortex,SSp-tr,SSp-tr1,13081.0,14.0,470.0,4065638.0,407867914.0,310.80483143490557
997,brain,grey,CB,SIM,SIM,364470.0,10.0,1093.0,120604158.0,12093788190.0,330.9028397398963
999,brain,fiber tracts,fiber tracts-unassigned,fiber tracts-unassigned,fiber tracts-unassigned,99413.0,0.0,570.0,5663491.0,490746971.0,56.96931990785913
1000,brain,grey,Isocortex,VISC,VISC4,11677.0,221.0,423.0,3790902.0,392585978.0,324.6469127344352
1004,brain,grey,Isocortex,ACAd,ACAd5,76687.0,182.0,706.0,28103810.0,2386227654.0,366.474239440844
1005,brain,fiber tracts,cm,In,onl,265144.0,0.0,2116.0,35202006.0,5543576108.0,132.76561415683554
1009,brain,grey,TH,PO,PO,80140.0,28.0,470.0,18527743.0,2899496649.0,231.19220114799103
1010,brain,grey,Isocortex,MOs,MOs6a,152198.0,48.0,461.0,40005547.0,4956439195.0,262.851988856621
1011,brain,grey,PAL,GPe,GPe,100114.0,15.0,402.0,15229318.0,2352759752.0,152.1197634696446
1012,brain,grey,Isocortex,AUDv,AUDv5,38671.0,147.0,447.0,11471054.0,1210582006.0,296.63194641979777
1014,brain,grey,CB,PRM,PRM,312452.0,8.0,759.0,93533247.0,10159894523.0,299.35237092417395
1015,brain,grey,Isocortex,SSp-ul,SSp-ul6b,4753.0,53.0,285.0,604813.0,82010565.0,127.24868504102672
1018,brain,grey,TH,POL,POL,13149.0,31.0,228.0,1393032.0,168250844.0,105.9420488250057
1019,brain,grey,Isocortex,SSp-ll,SSp-ll1,19151.0,8.0,508.0,5717565.0,582571953.0,298.55177275338104
1020,brain,grey,PAL,GPi,GPi,27100.0,12.0,290.0,1668377.0,130502467.0,61.56372693726937
1022,brain,grey,CB,COPY,COPY,160428.0,33.0,751.0,52825553.0,5445021883.0,329.27888523200437
1024,brain,grey,Isocortex,SSs,SSs4,74614.0,153.0,576.0,27945972.0,2519948802.0,374.5405955986812
1026,brain,grey,HPF,POST,POST,69144.0,21.0,428.0,16649562.0,2182986704.0,240.7954703228046
1027,brain,grey,Isocortex,SSp-bfd,SSp-bfd6a,83045.0,96.0,636.0,26450012.0,2786818846.0,318.50216147871635
1028,brain,grey,MY,GR,GR,5232.0,26.0,364.0,513314.0,55305632.0,98.1104740061162
1030,brain,grey,CB,PFL,PFL,366493.0,0.0,1105.0,70378845.0,11612808123.0,192.0332584796981
1032,brain,fiber tracts,eps,tsp,tspc,32266.0,2.0,118.0,1128515.0,46798045.0,34.97536106117895
1033,brain,grey,TH,PP,PP,3932.0,53.0,219.0,507959.0,69338211.0,129.1859104781282
1034,brain,grey,Isocortex,ECT,ECT6b,3606.0,39.0,271.0,606636.0,105333846.0,168.2296173044925
1035,brain,grey,Isocortex,VISam,VISam6a,8702.0,128.0,429.0,2629431.0,292142415.0,302.16398529073774
1036,brain,grey,Isocortex,SSp-bfd,SSp-bfd4,82089.0,90.0,659.0,34629914.0,2669369856.0,421.8581539548539
1037,brain,grey,MY,GRN,GRN,167474.0,12.0,212.0,10722522.0,774313610.0,64.02499492458531
1038,brain,grey,CB,FL,FL,85475.0,0.0,537.0,19385701.0,2909450859.0,226.79966071950864
1040,brain,fiber tracts,eps,tsp,tspd,1.0,12.0,12.0,12.0,144.0,12.0
1041,brain,grey,MB,PPN,PPN,56987.0,18.0,253.0,4457577.0,396662379.0,78.22094512783617
1043,brain,grey,Isocortex,ILA,ILA6a,13114.0,119.0,391.0,3665160.0,407945648.0,279.4845203599207
1045,brain,grey,CB,AN,ANcr1,364503.0,15.0,735.0,110777613.0,12597815353.0,303.91413239397207
1047,brain,grey,Isocortex,VISC,VISC5,45196.0,75.0,421.0,13741344.0,1338100126.0,304.0389414992477
1049,brain,fiber tracts,eps,tsp,dtd,359.0,14.0,107.0,13114.0,587056.0,36.52924791086351
1050,brain,grey,MB,PPT,PPT,9225.0,70.0,255.0,1396171.0,220012051.0,151.34644986449865
1051,brain,grey,Isocortex,SSp-bfd,SSp-bfd6b,9389.0,52.0,296.0,1499031.0,248468371.0,159.65821706251998
1053,brain,grey,CB,AN,ANcr2,327206.0,7.0,675.0,91093002.0,11443181660.0,278.396490284408
1055,brain,grey,Isocortex,VISam,VISam2/3,13301.0,170.0,441.0,4178990.0,402365736.0,314.1861514171867
1058,brain,grey,MY,PPY,PPY,6058.0,14.0,114.0,277930.0,14919278.0,45.87817761637504
1059,brain,grey,Isocortex,SSp-bfd,SSp-bfd5,77323.0,152.0,676.0,31874066.0,2609414190.0,412.2197276360203
1061,brain,grey,TH,MG,MGd,11021.0,39.0,283.0,1865183.0,332453129.0,169.23899827601852
1063,brain,grey,Isocortex,VISal,VISal1,7502.0,43.0,422.0,1809536.0,293442536.0,241.20714476139696
1066,brain,grey,TH,PR,PR,9697.0,114.0,398.0,3030871.0,338696167.0,312.5575951325152
1068,brain,grey,TH,MG,MGv,17737.0,31.0,321.0,2871537.0,480300311.0,161.89530360263856
1070,brain,grey,Isocortex,ILA,ILA6b,689.0,112.0,266.0,123739.0,22717529.0,179.5921625544267
1073,brain,grey,HPF,PRE,PRE,59134.0,17.0,488.0,16731870.0,1919831344.0,282.94838840599317
1074,brain,grey,Isocortex,MOs,MOs6b,4786.0,61.0,231.0,546693.0,64318373.0,114.22753865440869
1075,brain,grey,Isocortex,SSp-tr,SSp-tr4,9766.0,268.0,488.0,3878430.0,313363662.0,397.135981978292
1077,brain,grey,TH,MG,MGm,16021.0,43.0,242.0,1771216.0,212867512.0,110.55589538730416
1078,brain,grey,HPF,HPF-unassigned,HPF-unassigned,26960.0,2.0,461.0,3903735.0,540698085.0,144.79729228486647
1079,brain,grey,Isocortex,SSs,SSs5,139873.0,64.0,653.0,50672494.0,4666183364.0,362.27502091182714
1080,brain,grey,CB,CUL,"CUL4, 5",430441.0,10.0,751.0,163745238.0,14118363678.0,380.41273484635525
1081,brain,fiber tracts,lfbs,lfbst,em,7629.0,24.0,402.0,978752.0,135988028.0,128.29361646349457
1082,brain,grey,P,PRNc,PRNc,150278.0,15.0,165.0,10124963.0,747084505.0,67.37488521273906
1083,brain,grey,Isocortex,SSp-ll,SSp-ll4,17474.0,277.0,631.0,7157190.0,592844476.0,409.5908206478196
1085,brain,grey,TH,AM,AMd,15662.0,85.0,513.0,5166740.0,517532604.0,329.890180053633
1086,brain,grey,HY,HY-unassigned,HY-unassigned,176430.0,9.0,462.0,39374999.0,5268200679.0,223.1763248880576
1087,brain,grey,MY,MDRN,MDRNd,69925.0,0.0,241.0,6678313.0,748824003.0,95.50680014301037
1090,brain,grey,Isocortex,AId,AId5,96632.0,111.0,451.0,30523525.0,3106776875.0,315.87388235781106
1091,brain,grey,Isocortex,SSp-m,SSp-m6a,105706.0,81.0,513.0,29298664.0,3520121104.0,277.17124855731936
1093,brain,grey,TH,AM,AMv,10627.0,125.0,509.0,3188766.0,348284592.0,300.0626705561306
1094,brain,grey,STR,IA,IA,11701.0,103.0,365.0,3205320.0,296087444.0,273.93556106315697
1095,brain,grey,Isocortex,VISC,VISC2/3,34556.0,43.0,405.0,8683630.0,1134002342.0,251.291526797083
1096,brain,grey,MY,MDRN,MDRNv,60123.0,0.0,289.0,4767007.0,460742877.0,79.28757713354291
1097,brain,fiber tracts,lfbs,cc,ccg,53119.0,12.0,242.0,3719599.0,315713739.0,70.02388975696078
1098,brain,grey,HY,PS,PS,6173.0,266.0,465.0,2353557.0,185536577.0,381.26632107565206
1100,brain,grey,Isocortex,SSp-tr,SSp-tr5,22607.0,228.0,537.0,8922311.0,659351723.0,394.6702791170876
1102,brain,grey,TH,IAD,IAD,7225.0,122.0,403.0,1880373.0,244966785.0,260.2592387543253
1103,brain,grey,Isocortex,VISal,VISal4,6639.0,228.0,482.0,2316619.0,243610617.0,348.94095496309683
1104,brain,fiber tracts,cm,VIIn,gVIIn,1845.0,8.0,131.0,38834.0,1115158.0,21.048238482384825
1108,brain,grey,TH,IAM,IAM,2742.0,108.0,446.0,898393.0,93664943.0,327.6415025528811
1109,brain,grey,HPF,ENTl,ENTl1,62794.0,4.0,392.0,12671525.0,2309684223.0,201.79515558811352
1110,brain,fiber tracts,cbf,cbp,icp,46244.0,1.0,126.0,663807.0,10726121.0,14.354445982181472
1112,brain,grey,Isocortex,ORBvl,ORBvl5,39639.0,119.0,526.0,13593157.0,1330175023.0,342.92381240697296
1113,brain,grey,HY,TMd,TMd,2243.0,49.0,270.0,310814.0,46854922.0,138.5706642888988
1114,brain,grey,Isocortex,TEa,TEa2/3,44795.0,79.0,360.0,9096361.0,1608203863.0,203.06643598615918
1115,brain,grey,Isocortex,SSp-ll,SSp-ll5,35564.0,200.0,725.0,14597343.0,1224777217.0,410.45278933753235
1120,brain,grey,OLF,NLOT,NLOT3,3701.0,108.0,363.0,969058.0,114796570.0,261.8368008646312
1127,brain,grey,HY,ME,ME,5077.0,3.0,137.0,282963.0,18484317.0,55.73429190466811
1159,brain,grey,HPF,DG,DG-mo,275873.0,1.0,782.0,88044148.0,8809160136.0,319.14739028466
1160,brain,grey,HPF,DG,DG-po,44096.0,96.0,429.0,11905915.0,1370470603.0,269.9998866110305
1201,brain,grey,Isocortex,SSp-un,SSp-un1,10635.0,30.0,452.0,2969670.0,292598880.0,279.2355430183357
1202,brain,grey,Isocortex,SSp-un,SSp-un2/3,21205.0,147.0,508.0,7719746.0,686531530.0,364.053100683801
1203,brain,grey,Isocortex,SSp-un,SSp-un4,12030.0,159.0,589.0,4962161.0,392797553.0,412.4822111388196
1204,brain,grey,Isocortex,SSp-un,SSp-un5,16508.0,137.0,598.0,6677599.0,529008811.0,404.5068451659801
1205,brain,grey,Isocortex,SSp-un,SSp-un6a,18840.0,76.0,568.0,5685834.0,620602048.0,301.79585987261146
1206,brain,grey,Isocortex,SSp-un,SSp-un6b,1576.0,61.0,262.0,206728.0,29749832.0,131.17258883248732
1209,brain,grey,Isocortex,VISa,VISa1,15284.0,17.0,499.0,4807865.0,480584501.0,314.56850300968335
1210,brain,grey,Isocortex,VISa,VISa2/3,27287.0,150.0,455.0,9158400.0,864852750.0,335.6323524022428
1211,brain,grey,Isocortex,VISa,VISa4,9933.0,186.0,498.0,3800539.0,302992275.0,382.61743682673915
1212,brain,grey,Isocortex,VISa,VISa5,22713.0,114.0,570.0,8811902.0,641321320.0,387.96733148417206
1213,brain,grey,Isocortex,VISa,VISa6a,14266.0,112.0,461.0,4603882.0,458296416.0,322.7170895836254
1214,brain,grey,Isocortex,VISa,VISa6b,2548.0,102.0,291.0,506244.0,94141798.0,198.6828885400314
1216,brain,grey,Isocortex,VISli,VISli1,4778.0,35.0,337.0,1021321.0,193873897.0,213.7549183758895
1217,brain,grey,Isocortex,VISli,VISli2/3,7498.0,132.0,364.0,1872362.0,264226866.0,249.71485729527873
1218,brain,grey,Isocortex,VISli,VISli4,3653.0,242.0,384.0,1159784.0,127080644.0,317.4880919791952
1219,brain,grey,Isocortex,VISli,VISli5,9489.0,200.0,405.0,3092800.0,318446512.0,325.9352934977342
1220,brain,grey,Isocortex,VISli,VISli6a,5080.0,188.0,336.0,1345425.0,139373851.0,264.8474409448819
1221,brain,grey,Isocortex,VISli,VISli6b,1027.0,127.0,272.0,200656.0,39699432.0,195.3807205452775
1222,brain,grey,Isocortex,VISrl,VISrl1,10858.0,39.0,479.0,3085737.0,335186543.0,284.19018235402467
1223,brain,grey,Isocortex,VISrl,VISrl2/3,17648.0,197.0,475.0,6063970.0,583989462.0,343.60664097914776
1224,brain,grey,Isocortex,VISrl,VISrl4,9373.0,216.0,578.0,3730690.0,324937992.0,398.02517870479033
1225,brain,grey,Isocortex,VISrl,VISrl5,15623.0,164.0,550.0,6145878.0,539355542.0,393.3865454778212
1226,brain,grey,Isocortex,VISrl,VISrl6a,9688.0,156.0,523.0,2924013.0,317349109.0,301.81802229562345
1227,brain,grey,Isocortex,VISrl,VISrl6b,1835.0,97.0,281.0,342480.0,61496778.0,186.6376021798365
1229,brain,grey,Isocortex,VISpor,VISpor1,16026.0,21.0,406.0,3045467.0,561071291.0,190.03288406339698
1230,brain,grey,Isocortex,VISpor,VISpor2/3,23927.0,88.0,357.0,4974616.0,808112542.0,207.90805366322564
1231,brain,grey,Isocortex,VISpor,VISpor4,3872.0,149.0,365.0,1135860.0,92202880.0,293.35227272727275
1232,brain,grey,Isocortex,VISpor,VISpor5,24639.0,137.0,394.0,6934493.0,707334763.0,281.44376801006536
1233,brain,grey,Isocortex,VISpor,VISpor6a,11541.0,156.0,369.0,2984271.0,359198637.0,258.5799324148687
1234,brain,grey,Isocortex,VISpor,VISpor6b,2090.0,86.0,291.0,415962.0,80432882.0,199.0248803827751
1270,brain,grey,HPF,ProS,ProS,83191.0,30.0,523.0,26777676.0,2710109882.0,321.881886261735
1279,brain,grey,HPF,APr,APr,20640.0,42.0,495.0,6051431.0,661529633.0,293.1894864341085
1280,brain,fiber tracts,scwm,scwm-unassigned,scwm-unassigned,125428.0,21.0,258.0,11009740.0,1110190952.0,87.77737028414708
1281,brain,fiber tracts,lfbs,cc,ccb,198753.0,7.0,464.0,12591515.0,958899977.0,63.35257832586175
1282,brain,fiber tracts,lfbs,lfbst,or,13562.0,10.0,392.0,1040781.0,100631969.0,76.74244211768176
1283,brain,fiber tracts,lfbs,lfbst,ar,7405.0,21.0,194.0,492858.0,39108172.0,66.55746117488184
1284,brain,fiber tracts,mfbs,mfbc,st,2270.0,55.0,300.0,435916.0,80936364.0,192.03348017621144
1285,brain,grey,TH,LGd,LGd-sh,13279.0,53.0,484.0,2768634.0,415262818.0,208.49717599216808
1286,brain,grey,TH,LGd,LGd-co,26813.0,30.0,486.0,5071264.0,777283312.0,189.1345242979152
1287,brain,grey,TH,LGd,LGd-ip,6134.0,101.0,320.0,1278556.0,235458418.0,208.43756113465926
1288,brain,grey,Isocortex,FRP,FRP5,23779.0,142.0,458.0,7200762.0,738366572.0,302.82021952142645
1289,brain,grey,Isocortex,FRP,FRP6a,7184.0,109.0,368.0,1805095.0,219938491.0,251.26600779510022
1290,brain,grey,Isocortex,FRP,FRP6b,67.0,101.0,143.0,7964.0,954016.0,118.86567164179104
1291,brain,grey,Isocortex,ORBm,ORBm6b,243.0,88.0,215.0,33338.0,4730980.0,137.19341563786008
1293,brain,grey,MB,RPF,RPF,3993.0,50.0,280.0,668880.0,117192006.0,167.51314800901577
1295,brain,grey,MB,MA3,MA3,1040.0,113.0,299.0,221790.0,39819570.0,213.2596153846154
1296,brain,grey,P,P5,P5,20516.0,29.0,270.0,2711005.0,383499187.0,132.14101189315656
1297,brain,grey,P,Acs5,Acs5,914.0,78.0,322.0,152445.0,25465111.0,166.78884026258206
1298,brain,grey,P,PC5,PC5,4487.0,10.0,345.0,446914.0,54232926.0,99.601961221306
1299,brain,grey,P,I5,I5,2819.0,44.0,161.0,259921.0,24793381.0,92.20326356864136
1300,brain,grey,TH,Eth,Eth,15130.0,25.0,331.0,2476686.0,420675532.0,163.69372108393918
1302,brain,grey,TH,Xi,Xi,5588.0,142.0,437.0,2017255.0,182846597.0,360.99767358625627
1303,brain,grey,TH,PIL,PIL,11240.0,46.0,242.0,1536903.0,223840643.0,136.73514234875444
1304,brain,grey,TH,PoT,PoT,17909.0,27.0,164.0,1380463.0,116944267.0,77.08208163493215
1305,brain,grey,TH,IntG,IntG,1448.0,54.0,174.0,156578.0,17589992.0,108.13397790055248
1306,brain,grey,HY,VMPO,VMPO,3210.0,29.0,224.0,445506.0,64701316.0,138.78691588785045
1307,brain,grey,HY,PeF,PeF,13728.0,72.0,416.0,3100123.0,431122007.0,225.8248106060606
1308,brain,grey,HPF,HATA,HATA,27017.0,51.0,375.0,6481646.0,997075078.0,239.90990857608173
1309,brain,grey,MY,Pa5,Pa5,6563.0,7.0,156.0,218082.0,11801124.0,33.22901112296206
1310,brain,grey,CB,VeCB,VeCB,5451.0,25.0,174.0,294330.0,17871814.0,53.99559713813979
1311,brain,grey,MB,SCO,SCO,905.0,9.0,167.0,73645.0,7257609.0,81.37569060773481
1312,brain,grey,P,PDTg,PDTg,3062.0,115.0,397.0,710744.0,119835984.0,232.11757021554538
1313,brain,grey,HY,MM,MMl,13659.0,10.0,351.0,1661691.0,212517075.0,121.65539204919833
1314,brain,grey,HY,MM,MMm,8710.0,69.0,341.0,1533153.0,267450797.0,176.02215843857635
1315,brain,grey,HY,MM,MMp,2388.0,31.0,343.0,352082.0,54156670.0,147.43802345058626
1316,brain,grey,HY,MM,MMd,4877.0,19.0,461.0,1120850.0,154020174.0,229.8236620873488
1317,brain,grey,MB,Pa4,Pa4,1025.0,26.0,215.0,88216.0,8262316.0,86.06439024390244
1318,brain,grey,MB,PN,PN,1406.0,42.0,272.0,178694.0,25241770.0,127.09388335704125
1319,brain,grey,MB,IPN,IPR,5112.0,21.0,438.0,1108580.0,161197404.0,216.85837245696402
1320,brain,grey,MB,IPN,IPC,4363.0,41.0,554.0,1177747.0,133474501.0,269.93972037588816
1321,brain,grey,MB,IPN,IPA,1631.0,78.0,425.0,356955.0,55702047.0,218.85652973635806
1322,brain,grey,MB,IPN,IPL,3967.0,25.0,469.0,757423.0,103146359.0,190.93093017393497
1323,brain,grey,MB,IPN,IPI,2104.0,29.0,468.0,551633.0,63421385.0,262.1829847908745
1324,brain,grey,MB,IPN,IPDM,1214.0,56.0,343.0,202991.0,33567965.0,167.20840197693576
1325,brain,grey,MB,IPN,IPDL,2425.0,54.0,453.0,512896.0,70092700.0,211.50350515463919
1326,brain,grey,MB,IPN,IPRL,1224.0,43.0,391.0,255587.0,39672091.0,208.81290849673204
1327,brain,grey,MB,PAG,Su3,2686.0,103.0,244.0,510553.0,98230243.0,190.07930007446015
